text,sentiment
"I had watched (and recorded) this a few years back on local TV and, having been underwhelmed by it, I subsequently erased the tape; however, when it was released by MGM as part of a ""Midnite Movie"" double-feature DVD of Curtis Harrington/Shelley Winters films for a very affordable price, I couldn't resist giving it a second look (this has since gone out-of-print). Actually, I received the DVD a few months ago but only now, with Harrington's passing, did I get to it; thankfully, this time around I was more receptive to the film and, in fact, now consider it one of the more satisfying WHATEVER HAPPENED TO BABY JANE? (1962) imitations (with whom, incidentally, it shared screenwriter Henry Farrell).<br /><br />The film offers a splendid evocation of 1930s Depression America - with its child-star craze and sensational murders (exploited during the fake newsreel opening); it's stylishly made (kudos to Lucien Ballard's cinematography and the set design by Eugene Lourie') and boasts an effective David Raksin score. Shelley Winters, Debbie Reynolds and Michael MacLiammoir deliver excellent performances; the latter is especially impressive as the larger-than-life and vaguely sinister diction coach (though he ultimately proves a mere red herring!). Also featured are Dennis Weaver and Agnes Moorehead (hers is only a cameo, really, as the evangelist she plays is mostly heard over the radio).<br /><br />Many seemed to regret the inclusion of musical numbers by the kids (including an amusing Mae West imitation), but I personally wasn't bothered by them; the film does slightly overstay its welcome due to an unhurried pace and (perhaps needlessly) convoluted plot. Reynolds - a musical star herself - is ideally cast as the dancing-school owner and, despite their on-set rivalry, she and Winters work well together. The latter, in fact, gives a more balanced depiction of paranoia and insanity than in WHOEVER SLEW AUNTIE ROO? (1971); the narrative, then, comes up with a number of ironic twists that lead up to the expected Grand Guignol-type denouement. Apparently, the film was toned down (it originally contained more gore and even a suggestion of lesbianism!) by producer Martin Ransohoff - against Harrington's wishes - in order to get a PG rating...",pos
"This is one of the most guilty pleasure movies ever!<br /><br />I am embarrassed to say that my favorite character is TISH, but still enjoy watching her make her space outfit ""like super cool"" with a ""like totally bitchin"" belt and stick on rhinestones on her face.<br /><br />But anyways, the movie is actually one of the few ""family"" movies that holds your interest. I know that the begining drags, particuarly if you know what is going to happen, but the second half is probably one of the most nerve wracking segments in a family film.<br /><br />I wouldn't stand up in front of millions of people and proclaim to love this movie, in fact renting it is pretty embarrassing itself, but I'll admit it here with the internet to hide behind.<br /><br />",pos
"I'm not sure if users ought to be allowed to review films after only sitting through half, but I'm afraid I just couldn't stand another minute.<br /><br />If this abject excuse for a film doesn't have the late, great GP spinning like a wheel in his grave, then I doubt anything will.<br /><br />The excellent review above 'Not a film for Parsons fans' sums up most of my feelings. How dare a (second rate) director and writer attempt something to which they're so clearly incapable of delivering. What were they thinking? Where to start?<br /><br />THE SCRIPT: I thought I'd be getting a slice of bittersweet Americana. What I got was poorly executed slapstick with no cliché left unturned. Stupid hippy? Check. Stupid fat cop? Check. Awful plot contrivances? Check. Embarrassingly written female characters? Double check. Total disregard for the story which you're trying to portray? Check.<br /><br />After a while, you realize that what you're watching is a soap and not a very well written one at that. Scene with Knoxville. Scene with Ex girlfriend. Scene with Knoxville which hasn't moved on much. Scene with Ex girlfriend which was a bit like the last one. And so on...<br /><br />THE DIRECTION: My friends and I decided, after some consideration, that watching this was like watching a bad episode of Quincy, or maybe a particularly poor Dukes of Hazzard. That's how bad the direction was. Terrible jump cuts, awful camera work, clunky ins and outs to scenes. God, it was cringeworthy. And then I discovered the director was an Irishman who's most noteworthy recent work is a really lousy BBC Sunday night drama called Monarch of the Glen (trust me, it's lowest common denominator TV). And then it all made sense...<br /><br />THE ACTING: Are we now so critical that when some random guy from the TV decides to give acting a go, if he's not so bad, he stinks, we applaud his efforts? Knoxville JUST ABOUT manages to get through every scene. Poor Christina A. has no such luck. Her performance is a car crash (though what you do with those lines, I don't know). The 'hippy' in the hearse: oh dear, oh dear, oh dear. Have we not moved on since Cheech and Chong?<br /><br />I could go on, but I think you get my drift. What I would say is that, as other reviews have mentioned, no one on this film clearly gives a flying damn for The Byrds, The Flying Burrito Brothers or Gram's solo work. They knew nothing about the American road movie and they certainly give a damn about trying to do anything with an admittedly decent story from rock mythology. This film was shallow, failed to explore anything and was jaw droppingly unfunny from beginning to...oh wait, I didn't quite make the end. And I suggest you stay away too.",neg
"This movie sucks ass. Something about a heatwave in some European country, complete trash. There's nothing going for this movie whatsoever. maybe 30 seconds of sex but that's it. There is a very annoying chick who hitches rides with people and really pisses me off. This movie is complete rash and you shouldn't subject yourself to watching it. I regret it it's very boring. I would rate it zero but i can't. No body in their right mind should see this. i'm sure you'll regret it completely i did. How could they think up something this bad. Even Mystery men was better. MYSTERY MEN. That sucks. That movie wasn't worth being made. complete waste of time. The characters in this are very hard to understand and i good very very very bored.",neg
"Hey everyone...<br /><br />There really isn't much to say for this movie at all. The basic plot is that a guy (Brandon) takes a few friends on a trip to his cabin in the woods for a weekend holiday away from work. After picking up a girl on the way there, things start going badly wrong for all of them.<br /><br />The storyline alone (written by the actor playing Brandon, I believe, although I could be wrong here) is unlikely and unconvincing, and is acted out accordingly. The ""Clown Killer"" himself is a rather a sad excuse for a psychotic killer. Far from being a dark, mysterious but most of all, intelligent predator, we are instead offered a rather clumsy, nursery rhyme-singing buffoon who appears to be going through a minor mid life crisis. The only thing that warranted the writing of this comment were the sex scenes and whatever gore there was in the film (the quality of the film led me to derive some enjoyment out of such things).<br /><br />In short, this film falls below every possible set standard. Admittedly, I was sharing a few beers with a close friend as I watched this, so we managed to scrape together some relative entertainment value out of this film and it is therefore only fair to mention that S.I.C.K did fall just shy of a two rating. However, in reality, (and with the benefit of hindsight) the one star rating is a more than legitimate score for this film.<br /><br />1 star out of ten.",neg
"Note to self- just because a film is foreign, obscure, and stars Catherine Zeta-Jones doesn't mean it's any good. Such is the case with 'Blue Juice,' a 1995 Brit flick about an unlikely group of surfing enthusiasts in what would seem (to a dumb American, anyway) an even more unlikely place to find surfers: Cornwall, England. You might be thinking this has the makings for an amusing, quirky little comedy. If only. The film is just a bit over ninety minutes but it seems interminable. The easiest way to describe it is as a sort of '90's British version of 'Grease' without the dancing, but even that makes it sound better than it is. No, the best way to take it is as a little slice-of-life set in a small town. Catherine Zeta-Jones plays Chloe, a young woman living with a surfing instructor, JC (Sean Pertwee; you remember him). Pertwee is actually the film's star, and his character is something of a surfing legend to a small group of surfing devotees, the requisite oddball group of free spirits that inevitably inhabit films like this. In this case, it consists of a drug dealer who wants to be a journalist, a former nightclub dj who wants to be a record producer, and a fat nerdy guy who, in a needlessly extended scene, gets stoned and loses all his inhibitions which of course turns out to be the best thing that ever happened to him. I can't honestly say everything that goes on in 'Blue Juice' is predictable, since it's set in a place and reflects customs and manners I'm not very familiar with, but there's certainly nothing surprising or even interesting that takes place there or with the characters. The comedy, though, IS very predictable and tired. One can sense the set-ups a mile away and almost recite the dialogue (in American form, of course) before the actors do. The relationship between JC and Chloe is every bit as hackneyed. She wants him to grow up; he wants them to stay the impetuous teenagers they started out being. He's afraid of losing face with his gang; she thinks he prefers them to her. You get the idea. As I struggled to stay focused on 'Blue Juice,' toward the end I felt, as the saying goes, that this was an hour and half of my life I'd never get back.",neg
"Of the three titles from Jess Franco to find their way onto the Official DPP Video Nasty list (Devil Hunter, Bloody Moon and Women Behind Bars) this is perhaps the least deserving of notoriety, being a dreadfully dull jungle clunker enlivened only very slightly by a little inept gore, a gratuitous rape scene, and loads of nudity.<br /><br />Gorgeous blonde Ursula Buchfellner plays movie star Laura Crawford who is abducted by a gang of ruthless kidnappers and taken to a remote tropical island inhabited by a savage tribe who worship the 'devil god' that lurks in the jungle (a big, naked, bulging-eyed native who likes to eat the hearts of nubile female sacrifices).<br /><br />Employed by Laura's agent to deliver a $6million ransom, brave mercenary Peter Weston (Al Cliver) and his Vietnam vet pilot pal travel to the island, but encounter trouble when the bad guys attempt a double-cross. During the confusion, Laura escapes into the jungle, but runs straight into the arms of the island's natives, who offer her up to their god.<br /><br />Franco directs in his usual torpid style and loads this laughable effort with his usual dreadful trademarks: crap gore, murky cinematography, rapid zooms, numerous crotch shots, out of focus imagery, awful sound effects, and ham-fisted editing. The result is a dire mess that is a real struggle to sit through from start to finish (It took me a couple of sittings to finish the thing), and even the sight of the luscious Buchfellner in all of her natural glory ain't enough to make me revisit this film in a hurry.",neg
"I don't have much to say about this movie. It could have been a wonderful tour-de-force for Peter Sellers, but it is one of the most tragic misfires in movie history. That it was Sellers final movie makes it all the more painful.<br /><br />The terrible screenplay, direction and shockingly wooden performances all come dreadfully together to make this one of the most unwatchably awful movies ever made.<br /><br />I wish so much that I could find even a snicker or a chuckle buried somewhere in this pile of putrid blubber, but it's a lifeless, humorless disaster. The truth hurts.<br /><br />Peter, why couldn't you have stopped at BEING THERE?",neg
"After having seen and loved Postal (yes, I actually loved Postal), I decided to try another Uwe Boll film and I picked out Seed because I happened to stumble on it in a local DVD-store and it's supposed to be one of his better films.<br /><br />While the first 10 to 15 minutes of the film were very promising and seemed like the beginning of a not too mainstream psychological thriller, it soon went downhill from there and eventually degraded into one of the most generic slasher films I've seen so far, including a massive amount of plot holes, unrealistic emotional responses and sub-par acting. It seems like Boll tried his best to come up with a decent plot but after a while just gave up on it. Maybe he should stick to comedy?! The few good things about this film is that he does manage to create an overall creepy atmosphere, that the special effects are better than I expected and the soundtrack does go well with the overall atmosphere, but the unbalanced pacing of this film combined with the utter generic nature thereof makes he last half hour quite tedious to watch, which ruined my experience altogether. There are a very fairly well done shocking scenes, but they seem to be there for the shock value alone. And let's not forget the camera work that was pretty nauseating at times.<br /><br />I hope Uwe Boll will one day learn what makes a good film, because between a lot of horrible films he does seem to make a decent film every now and then. Seed just isn't one of those.",neg
"I was interested in the topic, and only fans of Drew Barrymore's dancing on David Letterman's desk will find anything remotely interesting in it. OK, she shows some breast (or maybe a body double does). The plot is slashed to bits and the acting is horrible. Neither lead has any material to work with, as the direction of the film leads nowhere. Don't waste your time. See Donnie Darko instead if you want a creepy Drew Barrymore film, and if you want to see another, skip this and see Darko again.<br /><br />The treatment of the Doppelganger legend is absolutely criminal as well. Refer to Charles Williams' novel ""Descent Into Hell"" for something worth considering instead. This is just an excuse to make a B film to go straight to video and suck some life out of people at Blockbuster.<br /><br />What makes any of these people think the acting here was praiseworthy? Give me a break.",neg
"The Lady From Shanghai is weird even by the standards of its eminent director, Orson Welles, whose last Hollywood film this was for many a moon. It's a kind of post-modern film noir made during the period when more conventional films of this type were quite popular, and it concerns a happy go lucky Irish sailor (played by Welles) who falls in with a mysterious lady (Rita Hayworth, who was married to Welles at the time), and her crippled, and probably impotent husband, played with a brainy, malevolent gusto by Everett Sloan. A long sea voyage follows, with Welles in tow as bodyguard, and the plot thickens when Sloan's law partner (Glenn Anders) turns up and starts making trouble by giving odd speeches about suicide and other morbid topics that suggest that the man is on the verge of mental breakdown. A murder plot ensues, and all sorts of calamities follow for Welles and his employers, and at this point the story, fuzzy and told at a leisurely pace thus far, goes off the deep end, and the last part of the film consists of brilliant directorial set-pieces that seem to have been thrown in to give the movie some of the drive and urgency its story does not, by itself, possess, and the result is a very watchable and often pleasing at all times incomprehensible mess.<br /><br />It's hard to know what Welles was trying to do with this film aside from maybe resurrect his career in Hollywood by making a vehicle for his wife. But self-destruction intervenes, as it often does with Welles, and Miss Hayworth has never looked less fetching. That she is also cast as a femme fatale seems peculiar, as aside from her beauty her most appealing trait as a screen personality was lovableness, a quality she does not possess in this picture. The director himself is strangely unappealing and hammy at O'Hara, the (presumably) easygoing sailor, since Welles, for all his many gifts, was not known as an easy man to work with. This is a role that twenty or thirty years later Sean Connery or Robert Shaw might have been able to breath life into. Welles does not. The most interesting performance in the movie is Glenn Anders' as Grisby, Sloan's loony, treacherous law partner. Anders works wonders with the part, and is photographed to look bizarre, while his scenes end on odd, sour notes, and are often choppily edited; but for all this he manages to make Grisby's derangement palpable and disturbing, and anticipates, in a genteel way, the more flamboyant Method actors of the fifties, such as Timothy Carey.<br /><br />There is a question that nags me about this film: what was Welles trying to say? He was a highly talented and intelligent man, and tended to make statements in his movies, which, whether one agrees with his world view or not, were brilliantly put forth. I think I have an answer, or a partial one: Welles was summing up his movie career. He had reached the end of his rope in the Hollywood studio system he despised, and he knew it. The Lady From Shanghai isn't exactly a nose-thumbing at the studio moguls of the day, but I suspect that it is, in its portrait of amoral, rival big shot lawyers (read: producers) expressing Welles' opinion of the power brokers of Hollywood. That he presented himself as a rootless sailor is telling. Welles himself was certainly an inveterate traveler, and he rarely lived in one place for long. He was hired by a studio to provide it with a big, prestigious film (Citizen Kane), which caused a firestorm of controversy from which he never fully recovered. This may be the issue that dares not speak its name in this film, which is to say Welles' personal failure in not getting over the shock of his newness in the movie colony, and his inability to deliver the goods, as promised. The mere fact of him turning up in Hollywood, like his mere presence in the film, could not forestall disasters well beyond his control. That he presented himself in the movie as an amiable, naive outsider shows a lack of self-knowledge on Welles' part. He was much more of an inside player than he let on, and I imagine that he despised his knowledge of the worldlier aspects of life, and himself for knowing so much.",pos
"It's a hideous little production, apt to give one nightmares as well as headaches. It's an unsightly blend of live action and ugly stop-motion animation. It's weird, but it's not the kind of fun, weird trip anyone optimistic might expect. It's the cold, inhuman, unfriendly, sickening, even creepy kind of weird. There is absolutely no reason to watch this movie. After all, Disney did a fantastic job with the same source material. And Cosgrove-Hall did far more attractive things with stop-motion.<br /><br />Interestingly, this is a French production. As such, it re-enforces the stereotype that the French have no concept of scary.",neg
"After watching this film last night on Sundance, I realized that much of Nakata's style was first done in this film. Here we have many of the same elements of the RINGU series, especially the idea of the media being the source of the supernatural. Instead of the cursed videotape, we instead having a haunted studio and strange images appearing on film. In fact, the strange images appearing on film brings immediately the cursed videotape in RINGU to mind. The only thing missing was the obsession to water that runs through Nakata's later films. The final scenes are quite chilling, with a bit of a nod to Murnau, what with the door opening by itself ands the ghost entering the room, reminds me immediatly of<br /><br />NOSFERATU. A chilling movie that will make think twice about going up to a catwalk.",pos
"1991 saw the release of the two best sequels of all time: TERMINATOR 2: JUDGMENT DAY and BILL & TED'S BOGUS JOURNEY. Out of the two, I've always liked BILL & TED'S BOGUS JOURNEY a bit better. TERMINATOR 2: JUDGMENT DAY is the better made, but there's just nothing like Bill and Ted. Besides Chris Farley and David Spade in TOMMY BOY, it's hard to think of a greater comedic duo than Bill and Ted. They are one of a kind.<br /><br />Seemingly influenced by National Lampoon's O.C. and Stiggs, Bill and Ted were created by Ed Solomon and Chris Matheson, two incredibly talented writers who invented the duo while performing at a local theater in L.A. back in the 1980s. The two quickly began writing a screenplay about two and before long BILL & TED'S EXCELLENT ADVENTURE was born. The film, shot in 1987 and released in 1989, became a big box office success and an instant cult classic. It wasn't long before work began on the sequel. Stephen Herek, the director of 'EXCELLENT ADVENTURE' wasn't keen on working on the sequel since he considered it to be too mean-spirited and unlike the first one so Peter Hewitt, making his feature film debut, was brought in to direct the sequel. There couldn't have been a better director for the job. BILL & TED'S BOGUS JOURNEY is marvelously directed. It's filled with its own unique style and energy that can't be matched.<br /><br />What makes 'BOGUS JOURNEY' one of the best sequels ever is that it while it is darker than the original, it is just as fun. It doesn't change the characters like most sequels do. Bill and Ted are the same lovable characters that they were in the first film. This is because it was written by the original writers. Most sequels are not written by the same writers as the first one, but since 'BOGUS JOURNEY' had the same screenwriters, it ended up being just as good as 'EXCELLENT ADVENTURE' if not even better. Just like the first one, 'BOGUS JOURNEY' is absolutely hilarious, well written, fun, and above all, original. It's filled with spectacular special effects and fantastic comedic performances from Alex Winter, Keanu Reeves, and William Sadler. It's an unforgettable 'journey'. 10/10",pos
"In a college dorm a guy is killed by somebody with a scythe. His girlfriend Beth (Dorie Barton) discovers him and tries to commit suicide. She's institutionalized. A year later she's out, has a new boyfriend named Hank (Joseph Lawrence) and is about to spend Spring Break with Hank and four other mindless friends in a BIG, beautiful condo in Florida. Naturally the killer pops up (for no reason) and starts killing again.<br /><br />Lousy slasher thriller--a textbook example of how NOT to do a low-budget horror movie. For starters, large portions of this film are ENDLESS filler of these six idiots videotaping themselves, having ""fun"" (more fun than the audience), getting drunk, acting stupid etc etc. Also there is NO nudity in here at all. I'm not saying a horror film needs nudity but ANYTHING to liven this up would have helped. None of the deaths are really shown (you hear them), are only a little bloody and there is no gore. There's one REAL gruesome one--but that's not till the end.<br /><br />With a few exceptions the acting sucks. Dorie Barton is dreadful as the main woman and Tom Jay Jones is lousy as Oz. Chad Allen pops up as Brad and he's TERRIBLE. Lawrence is actually very good--handsome and hunky and giving this crap his all. And Jeff Conaway pops up in a small role doing a pretty good job.<br /><br />Logic lapses abound--after they realize a friend has been killed two of the girls casually talk about sex; Baston's non reaction to seeing a friend getting killed is kind of funny and WHAT happens to Lawrence? His character disappears without a trace at the end! Dull, stupid, no gore, no nudity--skip this one.<br /><br />Rated R for Graphic Violence and some Profanity.",neg
"This movie is among my favorite foreign films, some of the others are Amilee and My Life As a Dog. The similarities with those movies as with so many great foreign films, is that it takes a mundane slice of life and transforms it into a profound heartfelt lesson. <br /><br />In Japan, a man who is bored with his mundane life and the rut of his married life, sees a beautiful Japanese woman staring out the window of a dance studio. In the instant that it takes his train to pass, he is enthralled by her. But is it only by her beauty, by her faraway glance, or a connection that they will both discover that they share? <br /><br />Shall We Dance has memorable wonderful characters who have to deal with painful realities by transcending them through the world of dance. Breaking traditional moulds and stereo types of Japanese society, they risk all for happiness and find that joy is not too far away. It is one of those movies that is so magical and meaningful and, in itself, transcends the mundane by showing the true magic and miracle that life can be.",pos
"House of Games is a wonderful movie at multiple levels. It is a fine mystery and a shocking thriller. It is blessed with marvelous performances by Lindsay Crouse and Joe Montegna, and a strong, strong cast of supporting players, and it introduces Ricky Jay, card sharp extraordinaire, prestidigitator and historian of magic. Its dialogue, written by David Mamet, is spoken as if in a play of manners and gives the movie (in which reality is often in question) an extra dimension of unrealness.<br /><br />On the face of it, House of Games is a convincing glimpse into the unknown world of cheats and con men, diametrically different from The Sting, which was played merely for glamour and yuks. At this level it does succeed admirably.<br /><br />However, you cannot escape the examination at a deeper level of the odyssey of a woman from complacent professional competence to incredible strength and self realization. The only movie I know of which treats the theme of emergence of personal strength in a woman in as worthy a way is the underrated Private Benjamin. That thoroughly enjoyable movie unfortunately diffuses its focus, hopping among several themes and exploiting the fine performance of Goldie Hawn to chase after some easy laughs. House of Games sticks to its business. As Poe once said of a good short story, it drives relentlessly to its conclusion.<br /><br />There is another strain of movies-about-women, epitomized by Thelma and Louise, a big budget commercial money maker with the despicable theme that women are doomed, whether or not they realize their inner strengths. What tripe.<br /><br />As usual you really ought to see this film in a movie theater. It should be a natural for film festivals. Nominate it for one near you if you get the chance.<br /><br />I bought the original version of House of Games and gave it to my 23 year old daughter. Better she should see it on a TV than not at all.",pos
"Two sorcerers battle in the fourth dimension,one(Brian Thompson as a Kabal)trying to destroy the Earth,the other(Jeffrey Combs as a Anton Mordrid)trying to save it.""Doctor Mordrid"" is an enjoyable fantasy fare which offers plenty of cheese.The plot is pretty silly and the gore is completely absent,but the film is very short and entertaining.So if you have enough time to kill give this one a look.My rating:7 out of 10.",pos
"If this movie was about a fictional character, the movie could stand on its own and be judged objectively. Unfortunately for the viewer, the movie is based on ""facts"" that are shaded very unfairly toward Ruben Carter. Many of the smaller facts were disregarded (Carter was NOT number one contender at the time of the murders, there is no proof at all that he saved a friend from a child molester in his youth), but some of the larger facts, like apparently being robbed of a decision to Joey Giardello because of ""racist"" judges, is inexcusable to those of us who have seen the fight on tape, and completely disrespectful to Giardello. Why Hollywood feels the need to make a hero out of someone who, at best, was in trouble and around trouble much more than any normal person should be (was arrested multiple times for beating women) is strange to me. Ruben Carter was never, by viewing his actions in the 60's and even now, when he refuses to speak to his son, a person that people can look up to. Everyone knows that Jewison can direct, and Washington can act, but why they chose this story as their vehicle is beyond me. Is Hollywood so much in need of a black hero that they need to bend the truth in all of their bio pics to make them believable? (Heres a suggestion How about Denzel playing a movie about himself? Now thats inspirational) Based on all of the inaccuracies in the movie, I would suggest passing on this one.",neg
"Feroz Abbas Khan's Gandhi My Father, a film that sheds light on the fractured relationship between the Mahatma and his son Harilal Gandhi. For a story that's as dramatic as the one this film attempts to tell, it's a pity the director fails to tell it dramatically. Gandhi My Father is narrated to you like that boring history lesson that put you to sleep at school. Now the film aims to convey one very interesting point - the fact that Gandhi in his attempt to be a fair person, ended up being an unfair father. This point is made in the film many times over, and one of the examples given to make this point is that scholarship to England, which Gandhi twice denies his son. Instead of showing us how exactly Harilal dealt with this betrayal and what went on in his head, the director just moves along with the story, thus never letting us be witness to the growing resentment Harilal feels towards his father. Which is why when we finally see an outburst from Harilal, it comes off looking like he's over-reacting. <br /><br />The point I'm trying to make here is that we never really get to understand exactly why Harilal became the rebel that he did. We never really understand why he turned to Islam, and then back again to Hinduism. The thing is, we never really understand Harilal at all. And that's because the director of this film is too busy focusing on Mohandas Karamchand Gandhi and his role in the freedom struggle, a story most of us are already familiar with. To put it simply, Gandhi My Father promises to examine the strained father-son relationship, but it doesn't so much as show us where the cracks in this relationship first set in. We understand Harilal had to live with the burden of being Gandhi's son, but show us why that was a burden to begin with. Show us incidents of their early conflict. For example, it's not enough that Gandhi merely says he's opposed to Harilal's early marriage, tell us why this opposition? It's not enough that Kasturba blames her husband for the way her son turned out - for constantly shuttling him between schools in Gujarat and South Africa, for making him relocate every time Gandhi needed to relocate. Words are not enough, show us how these incidents shaped the character of Harilal Gandhi.What's more, instead of sticking with the prickly theme of this tenuous Gandhi versus Gandhi relationship, the film goes off on too many tangents, thus diluting the impact of the central theme. This was never meant to be a film about the struggle for Independence, and yet on many occasions that's exactly what it seems like, because the director feels almost obligated to take us through all the main events leading upto that historic moment, even though much of it has no relevance to the film's basic premise - the stormy father-son relationship. So you see the problem with this film is not that it's a bad film, but it's certainly a very confused film. What happens to Harilal's children after his wife's death? Does he ever have relationship with them? Where do they suddenly vanish after that one scene in which we see them with the Mahatma and Kasturba? None of these questions are answered in a film that's basically meant to be about relationships in the Gandhi family. The film version of an immensely popular play directed by Feroz Abbas Khan himself, Gandhi My Father is a disappointment, no questions asked.Cinematically, it struggles to translate the filmmaker's ambitious intention to the screen. Practically every single scene in the film opens and closes with fade-ins and fade-outs, never quite seamlessly leading into each other. On the positive side, there is inherent nobility in the film, which you recognise. The filmmaker makes every effort to deliver a balanced narrative, trying hard not to take sides, never once judging either father or son, painting neither as the villain. What the film does do, however, is make clear the fact that Gandhi was a difficult patriarch whose ideals may have shaped the nation, but evidently alienated his family. Of all the actors in the film it's only Akshaye Khanna who really shines in the role of the luck-deprived Harilal Gandhi. It's a wonderful performance, and it's not easy since the role covers virtually the entire lifespan of the character. But Akshaye brings a rare concoction of innocence and despondency to that part and succeeds in making Harilal a pitiable figure. Just watch him in that scene in which he discovers his wife's dead, and you'll realise how much he conveys through body language alone. Darshan Jariwala, meanwhile, who plays Gandhi Senior, adopts a caricaturish approach to playing the Mahatma in his later years, but it's the way he humanises the man in his early years as a barrister in South Africa that is the actor's best contribution to that role. The abundantly gifted Shefali Shah plays Kasturba, the woman who's meant to be torn in this father-son conflict, but if she's unable to bring across that feeling of helplessness then it's really not so much her fault as it is the fault of a rickety script. Much effort's gone into the making of this film and that's evident throughout, but the film suffers from that inevitable flaw that is eventually what you'll remember about it when you leave the cinema - it's just so boring.Director Feroz Abbas Khan's Gandhi My Father is a sincere effort yes, but also a film that could have done with a much tighter screenplay. What we learn from the film is that Gandhi and Harilal made each other very unhappy. And with this film, the director makes us too.",pos
"CQ could have been good, campy fun. But it commits the only unforgivable sin: it is b-o-r-i-n-g! The pace is deadly slow and the plot is fairly confused and so artificial that it's next to impossible to care where it's going. The story would have been acceptable in a creative writing class from a thoughtful and sensitive eighth grader but this video should have carried a warning label: ""CAUTION: Student film. Fit for viewing only by relatives of the film maker.""",neg
"Terrible use of scene cuts. All continuity is lost, either by awful scripting or lethargic direction. That villainous robot... musta been a jazz dancer? Also, one of the worst sound tracks I've ever heard (monologues usually drowned out by music.) And... where'd they get their props? That ship looks like a milk carton... I did better special effects on 8mm at the age of 13!<br /><br />I'd recommend any film student should watch this flick (5 minutes at a time) so as to learn how NOT to produce a film. Or... was it the editors' fault?<br /><br />It's really too bad, because the scenario was actually a good concept... just poorly executed all the way around. (Sorry Malcom. You should have sent a ""stunt double"". You're too good an actor for such a stink-bomb.)",neg
"MABEL AT THE WHEEL is one of those movies with a behind-the-scenes story that's more interesting than the movie itself. This was Chaplin's tenth comedy for Keystone during his year of apprenticeship, and his first two-reeler. Here he played one of his last out-and-out villain roles (although the feature-length TILLIE'S PUNCTURED ROMANCE was yet to come), and it also marked one of the last times he would work for a director other than himself. In fact, Chaplin's conflicts with director and co-star Mabel Normand almost got him fired from the studio.<br /><br />Chaplin hadn't gotten along with his earlier directors, Henry Lehrman and George Nichols, but according to his autobiography having to take direction from a mere ""girl"" was the last straw. Charlie and Mabel argued bitterly during the making of this film. Chaplin was still a newcomer at Keystone and his colleagues didn't know what to make of him, but everyone loved Mabel. Producer Mack Sennett was on the verge of firing Chaplin when he learned that the newcomer's films were catching on and exhibitors wanted more of them A.S.A.P., so Chaplin was promised the chance to direct himself in return for finishing this movie the way Mabel wanted it.<br /><br />Unfortunately, none of that drama is visible on screen in MABEL AT THE WHEEL, which looks like typical Keystone chaos. The story concerns an auto race in which Mabel's beau (Harry McCoy) is scheduled to compete, but wicked Charlie and his henchmen abduct the lad, and Mabel must take the wheel in his place. For all the racing around, brick hurling and finger-biting the film is frankly short on laughs, but there are a few points of interest. There's some good cinematography and editing in the race sequence, though there aren't really any gags, just lots of frantic activity. Chaplin himself looks odd, sporting a goat-like beard on his chin and wearing the top hat and frock coat he wore in his very first film appearance, MAKING A LIVING, but the outfit suits the old-fashioned villainy he displays throughout. At least it's novel to watch him play such an uncharacteristic role. Visible in the stands at the race track are such Keystone stalwarts as Chester Conklin, Edgar Kennedy in a strangely dandified get-up, and a more characteristic Mack Sennett, spitting tobacco and doing his usual mindless rube routine. As a performer, Sennett was about as subtle as the movies he produced, but you have to give the guy credit: he knew what people liked. These films were hugely popular in their day. Mack's performance doesn't add much to MABEL AT THE WHEEL, but he probably had to be on hand for the filming of this one to make sure his stars didn't kill each other.",neg
"Another in the they don't make em like that category. This story of a family with some real skeletons in its closet still qualifies as good clean, sometimes over-the-top fun. Robert Stack and Dorothy Malone are at their peak as the troubled Hadley siblings, and they really took the roles and ran with them. Malone won an Oscar and Stack was nominated in the supporting categories, both honors being eminently well-deserved. They counterbalance the somewhat bland leads. Neither Bacall nor Hudson could ever be called bad actors, but they've both had better parts and played them far more convincingly than they do here. It's kind of hard for me to accept Rock Hudson playing such a red-blooded heterosexual as he does here, but that's more of a personal bias than anything else. But that doesn't take away from the movie's overall entertainment value, which is considerable and this movie is extremely watchable. If you're up some night and this movie comes on I'd say watch it. It's well worth it.",pos
"As someone who was born to a German mother and English father (who spent five years in a prisoner of war camp) I come from unique position. One of having to deal with the various Nazis on one side of the family and the victors of WW2 on the other. This miniseries cannot delve into every single part of Hitler's psyche and must give the viewer a general flavor of the situation at the time and as best as one can Hitler's state of mind. In this the series does quite well. Carlyle is very good as is O'Toole, I would however liked to have got more information on the relationships with others in party Because Hitler did not do anything on his own. He had people around him that followed him to the letter often without question and certainly without question later on in his murderous career. What was going through Goebbels, Goring and Hess's mind? It would have been helpful to see more of these relationships. But I hope it will make people research the subject more. It might also make people understand why someone like Saddam Hussein cannot be allowed to continue in power.",pos
