,reviewID,satisfied,category
2472,2472,0,gaming
2473,2473,0,phones
2474,2474,0,gaming
2475,2475,1,phones
2476,2476,0,phones
2477,2477,0,gaming
2478,2478,0,gaming
2479,2479,1,gaming
2480,2480,1,phones
2481,2481,1,laptops
2482,2482,1,phones
2483,2483,0,laptops
2484,2484,1,phones
2485,2485,0,phones
2486,2486,1,laptops
2487,2487,1,gaming
2488,2488,0,phones
2489,2489,1,laptops
2490,2490,0,gaming
2491,2491,0,gaming
2492,2492,0,laptops
2493,2493,1,gaming
2494,2494,0,laptops
2495,2495,0,gaming
2496,2496,1,phones
2497,2497,1,gaming
2498,2498,1,laptops
2499,2499,1,laptops
2500,2500,0,laptops
2501,2501,1,gaming
2502,2502,0,gaming
2503,2503,0,phones
2504,2504,1,phones
2505,2505,0,laptops
2506,2506,0,laptops
2507,2507,1,laptops
2508,2508,1,laptops
2509,2509,1,gaming
2510,2510,0,phones
2511,2511,1,gaming
2512,2512,0,laptops
2513,2513,0,laptops
2514,2514,0,gaming
2515,2515,1,laptops
2516,2516,1,laptops
2517,2517,0,laptops
2518,2518,1,phones
2519,2519,1,gaming
2520,2520,1,gaming
2521,2521,1,laptops
2522,2522,0,laptops
2523,2523,0,laptops
2524,2524,1,gaming
2525,2525,1,laptops
2526,2526,1,laptops
2527,2527,1,phones
2528,2528,0,gaming
2529,2529,0,gaming
2530,2530,1,laptops
2531,2531,0,gaming
2532,2532,1,phones
2533,2533,0,phones
2534,2534,0,gaming
2535,2535,1,phones
2536,2536,0,laptops
2537,2537,1,gaming
2538,2538,0,laptops
2539,2539,1,gaming
2540,2540,0,gaming
2541,2541,0,gaming
2542,2542,1,laptops
2543,2543,1,gaming
2544,2544,0,phones
2545,2545,0,laptops
2546,2546,0,laptops
2547,2547,0,laptops
2548,2548,0,gaming
2549,2549,1,laptops
2550,2550,1,gaming
2551,2551,1,gaming
2552,2552,1,laptops
2553,2553,0,laptops
2554,2554,1,gaming
2555,2555,0,gaming
2556,2556,0,laptops
2557,2557,0,phones
2558,2558,1,gaming
2559,2559,0,gaming
2560,2560,0,phones
2561,2561,0,laptops
2562,2562,0,laptops
2563,2563,0,phones
2564,2564,1,laptops
2565,2565,0,laptops
2566,2566,1,phones
2567,2567,0,laptops
2568,2568,0,phones
2569,2569,0,laptops
2570,2570,1,gaming
2571,2571,1,laptops
2572,2572,0,gaming
2573,2573,1,gaming
2574,2574,1,gaming
2575,2575,0,laptops
2576,2576,1,laptops
2577,2577,1,phones
2578,2578,0,laptops
2579,2579,1,phones
2580,2580,0,laptops
2581,2581,0,laptops
2582,2582,0,phones
2583,2583,1,phones
2584,2584,0,phones
2585,2585,0,gaming
2586,2586,0,laptops
2587,2587,1,gaming
2588,2588,0,phones
2589,2589,0,phones
2590,2590,1,laptops
2591,2591,1,gaming
2592,2592,1,laptops
2593,2593,0,laptops
2594,2594,1,phones
2595,2595,0,gaming
2596,2596,1,gaming
2597,2597,0,laptops
2598,2598,1,gaming
2599,2599,0,gaming
2600,2600,1,gaming
2601,2601,0,gaming
2602,2602,0,laptops
2603,2603,1,phones
2604,2604,0,gaming
2605,2605,0,gaming
2606,2606,0,laptops
2607,2607,0,gaming
2608,2608,1,laptops
2609,2609,0,phones
2610,2610,1,laptops
2611,2611,0,gaming
2612,2612,1,gaming
2613,2613,0,phones
2614,2614,0,phones
2615,2615,0,laptops
2616,2616,1,phones
2617,2617,1,laptops
2618,2618,1,phones
2619,2619,0,laptops
2620,2620,1,phones
2621,2621,0,gaming
2622,2622,1,gaming
2623,2623,1,phones
2624,2624,1,gaming
2625,2625,1,phones
2626,2626,0,gaming
2627,2627,1,gaming
2628,2628,0,phones
2629,2629,1,laptops
2630,2630,0,phones
2631,2631,0,laptops
2632,2632,0,laptops
2633,2633,0,laptops
2634,2634,0,laptops
2635,2635,0,gaming
2636,2636,0,gaming
2637,2637,1,gaming
2638,2638,0,laptops
2639,2639,1,phones
2640,2640,1,phones
2641,2641,1,laptops
2642,2642,1,gaming
2643,2643,1,gaming
2644,2644,1,laptops
2645,2645,0,gaming
2646,2646,1,laptops
2647,2647,0,laptops
2648,2648,0,gaming
2649,2649,1,laptops
2650,2650,0,laptops
2651,2651,0,gaming
2652,2652,1,laptops
2653,2653,0,laptops
2654,2654,1,phones
2655,2655,1,laptops
2656,2656,1,laptops
2657,2657,1,gaming
2658,2658,0,phones
2659,2659,1,laptops
2660,2660,1,laptops
2661,2661,1,gaming
2662,2662,1,laptops
2663,2663,1,laptops
2664,2664,1,laptops
2665,2665,0,phones
2666,2666,1,gaming
2667,2667,1,gaming
2668,2668,1,phones
2669,2669,0,phones
2670,2670,0,gaming
2671,2671,1,laptops
2672,2672,1,phones
2673,2673,0,phones
2674,2674,0,phones
2675,2675,1,phones
2676,2676,1,phones
2677,2677,0,gaming
2678,2678,0,phones
2679,2679,0,phones
2680,2680,0,phones
2681,2681,1,gaming
2682,2682,1,laptops
2683,2683,1,laptops
2684,2684,1,phones
2685,2685,0,gaming
2686,2686,0,laptops
2687,2687,1,laptops
2688,2688,0,gaming
2689,2689,1,gaming
2690,2690,0,laptops
2691,2691,0,laptops
2692,2692,0,phones
2693,2693,0,phones
2694,2694,0,laptops
2695,2695,1,phones
2696,2696,0,phones
2697,2697,1,phones
2698,2698,0,laptops
2699,2699,1,laptops
2700,2700,0,phones
2701,2701,1,phones
2702,2702,1,phones
2703,2703,1,phones
2704,2704,1,gaming
2705,2705,0,laptops
2706,2706,1,phones
2707,2707,1,gaming
2708,2708,1,phones
2709,2709,1,phones
2710,2710,0,gaming
2711,2711,0,gaming
2712,2712,0,gaming
2713,2713,1,gaming
2714,2714,0,gaming
2715,2715,0,phones
2716,2716,0,laptops
2717,2717,1,laptops
2718,2718,0,laptops
2719,2719,1,laptops
2720,2720,0,laptops
2721,2721,0,laptops
2722,2722,0,gaming
2723,2723,0,phones
2724,2724,1,laptops
2725,2725,0,laptops
2726,2726,1,gaming
2727,2727,0,laptops
2728,2728,1,gaming
2729,2729,0,phones
2730,2730,1,laptops
2731,2731,1,phones
2732,2732,1,laptops
2733,2733,0,phones
2734,2734,1,laptops
2735,2735,1,phones
2736,2736,1,phones
2737,2737,0,laptops
2738,2738,1,gaming
2739,2739,1,gaming
2740,2740,0,gaming
2741,2741,0,gaming
2742,2742,0,gaming
2743,2743,0,laptops
2744,2744,1,laptops
2745,2745,0,laptops
2746,2746,0,gaming
2747,2747,0,gaming
2748,2748,0,phones
2749,2749,1,laptops
2750,2750,1,phones
2751,2751,0,laptops
2752,2752,0,phones
2753,2753,1,gaming
2754,2754,1,laptops
2755,2755,0,laptops
2756,2756,0,laptops
2757,2757,1,phones
2758,2758,0,laptops
2759,2759,0,gaming
2760,2760,1,phones
2761,2761,0,laptops
2762,2762,1,laptops
2763,2763,1,gaming
2764,2764,0,phones
2765,2765,1,gaming
2766,2766,0,laptops
2767,2767,1,phones
2768,2768,0,gaming
2769,2769,1,gaming
2770,2770,1,phones
2771,2771,1,phones
2772,2772,1,gaming
2773,2773,0,gaming
2774,2774,1,laptops
2775,2775,0,gaming
2776,2776,1,laptops
2777,2777,1,gaming
2778,2778,0,gaming
2779,2779,0,gaming
2780,2780,1,phones
2781,2781,0,gaming
2782,2782,1,laptops
2783,2783,0,gaming
2784,2784,1,phones
2785,2785,0,laptops
2786,2786,1,gaming
2787,2787,1,phones
2788,2788,1,laptops
2789,2789,1,gaming
2790,2790,0,laptops
2791,2791,0,laptops
2792,2792,0,laptops
2793,2793,0,gaming
2794,2794,0,phones
2795,2795,1,gaming
2796,2796,1,laptops
2797,2797,0,phones
2798,2798,0,laptops
2799,2799,1,phones
2800,2800,0,gaming
2801,2801,1,phones
2802,2802,0,phones
2803,2803,0,phones
2804,2804,0,phones
2805,2805,1,laptops
2806,2806,0,laptops
2807,2807,1,gaming
2808,2808,0,gaming
2809,2809,1,gaming
2810,2810,1,phones
2811,2811,1,laptops
2812,2812,0,gaming
2813,2813,1,laptops
2814,2814,0,phones
2815,2815,0,gaming
2816,2816,1,phones
2817,2817,0,phones
2818,2818,0,gaming
2819,2819,1,gaming
2820,2820,1,phones
2821,2821,1,phones
2822,2822,1,laptops
2823,2823,1,gaming
2824,2824,1,laptops
2825,2825,0,phones
2826,2826,1,phones
2827,2827,0,phones
2828,2828,0,gaming
2829,2829,0,phones
2830,2830,0,laptops
2831,2831,1,laptops
2832,2832,0,laptops
2833,2833,0,laptops
2834,2834,0,phones
2835,2835,1,gaming
2836,2836,0,gaming
2837,2837,1,phones
2838,2838,1,gaming
2839,2839,1,gaming
2840,2840,0,phones
2841,2841,1,phones
2842,2842,1,laptops
2843,2843,1,gaming
2844,2844,1,laptops
2845,2845,1,laptops
2846,2846,1,laptops
2847,2847,1,gaming
2848,2848,1,laptops
2849,2849,1,gaming
2850,2850,0,gaming
2851,2851,1,laptops
2852,2852,0,laptops
2853,2853,0,gaming
2854,2854,0,phones
2855,2855,0,laptops
2856,2856,0,gaming
2857,2857,0,gaming
2858,2858,1,laptops
2859,2859,1,phones
2860,2860,1,gaming
2861,2861,1,phones
2862,2862,0,gaming
2863,2863,0,phones
2864,2864,0,gaming
2865,2865,1,phones
2866,2866,1,phones
2867,2867,0,phones
2868,2868,1,laptops
2869,2869,1,laptops
2870,2870,0,gaming
2871,2871,0,phones
2872,2872,0,gaming
2873,2873,0,gaming
2874,2874,0,laptops
2875,2875,0,phones
2876,2876,0,gaming
2877,2877,1,laptops
2878,2878,0,laptops
2879,2879,0,laptops
2880,2880,1,gaming
2881,2881,1,phones
2882,2882,1,phones
2883,2883,0,gaming
2884,2884,1,gaming
2885,2885,1,phones
2886,2886,0,laptops
2887,2887,0,phones
2888,2888,1,gaming
2889,2889,1,laptops
2890,2890,0,laptops
2891,2891,1,laptops
2892,2892,1,gaming
2893,2893,0,gaming
2894,2894,1,laptops
2895,2895,1,gaming
2896,2896,0,laptops
2897,2897,1,phones
2898,2898,0,gaming
2899,2899,1,phones
2900,2900,1,laptops
2901,2901,0,phones
2902,2902,0,gaming
2903,2903,0,gaming
2904,2904,1,phones
2905,2905,1,laptops
2906,2906,1,gaming
2907,2907,0,laptops
2908,2908,1,laptops
2909,2909,0,gaming
2910,2910,1,phones
2911,2911,0,gaming
2912,2912,0,gaming
2913,2913,0,laptops
2914,2914,1,laptops
2915,2915,1,gaming
2916,2916,1,phones
2917,2917,0,laptops
2918,2918,1,phones
2919,2919,1,laptops
2920,2920,0,laptops
2921,2921,1,phones
2922,2922,1,laptops
2923,2923,1,phones
2924,2924,1,phones
2925,2925,1,gaming
2926,2926,0,phones
2927,2927,0,gaming
2928,2928,0,phones
2929,2929,1,laptops
2930,2930,1,phones
2931,2931,0,laptops
2932,2932,1,laptops
2933,2933,1,laptops
2934,2934,1,phones
2935,2935,1,gaming
2936,2936,1,laptops
2937,2937,1,gaming
2938,2938,0,phones
2939,2939,1,laptops
2940,2940,0,laptops
2941,2941,0,laptops
2942,2942,1,laptops
2943,2943,0,gaming
2944,2944,0,laptops
2945,2945,1,phones
2946,2946,1,phones
2947,2947,1,phones
2948,2948,0,phones
2949,2949,0,laptops
2950,2950,1,phones
2951,2951,1,gaming
2952,2952,1,phones
2953,2953,0,laptops
2954,2954,1,gaming
2955,2955,0,laptops
2956,2956,1,phones
2957,2957,1,phones
2958,2958,1,gaming
2959,2959,0,phones
2960,2960,1,gaming
2961,2961,1,phones
2962,2962,1,phones
2963,2963,0,phones
2964,2964,1,phones
2965,2965,1,laptops
2966,2966,0,gaming
2967,2967,0,phones
2968,2968,1,gaming
2969,2969,1,gaming
2970,2970,1,gaming
2971,2971,0,laptops
2972,2972,0,phones
2973,2973,0,gaming
2974,2974,1,gaming
2975,2975,0,gaming
2976,2976,1,gaming
2977,2977,1,phones
2978,2978,1,phones
2979,2979,1,laptops
2980,2980,0,laptops
2981,2981,0,gaming
2982,2982,1,laptops
2983,2983,0,phones
2984,2984,0,gaming
2985,2985,1,gaming
2986,2986,0,laptops
2987,2987,0,laptops
2988,2988,0,phones
2989,2989,0,laptops
2990,2990,1,phones
2991,2991,1,phones
2992,2992,0,gaming
2993,2993,1,gaming
2994,2994,0,gaming
2995,2995,1,phones
2996,2996,1,laptops
2997,2997,0,laptops
2998,2998,1,gaming
2999,2999,1,phones
3000,3000,0,phones
3001,3001,0,phones
3002,3002,1,gaming
3003,3003,1,laptops
3004,3004,0,gaming
3005,3005,0,gaming
3006,3006,0,phones
3007,3007,0,gaming
3008,3008,0,laptops
3009,3009,0,phones
3010,3010,0,laptops
3011,3011,1,phones
3012,3012,0,phones
3013,3013,1,phones
3014,3014,1,phones
3015,3015,0,phones
3016,3016,0,laptops
3017,3017,1,laptops
3018,3018,0,phones
3019,3019,1,laptops
3020,3020,0,phones
3021,3021,0,gaming
3022,3022,1,phones
3023,3023,1,gaming
3024,3024,0,laptops
3025,3025,1,gaming
3026,3026,1,gaming
3027,3027,1,gaming
3028,3028,1,laptops
3029,3029,0,laptops
3030,3030,1,laptops
3031,3031,0,laptops
3032,3032,1,phones
3033,3033,0,gaming
3034,3034,1,gaming
3035,3035,1,laptops
3036,3036,0,phones
3037,3037,0,gaming
3038,3038,0,laptops
3039,3039,0,laptops
3040,3040,1,phones
3041,3041,0,phones
3042,3042,1,gaming
3043,3043,0,laptops
3044,3044,1,gaming
3045,3045,1,gaming
3046,3046,0,phones
3047,3047,0,laptops
3048,3048,0,laptops
3049,3049,1,laptops
3050,3050,0,gaming
3051,3051,1,phones
3052,3052,0,laptops
3053,3053,0,phones
3054,3054,0,laptops
3055,3055,1,gaming
3056,3056,1,gaming
3057,3057,0,gaming
3058,3058,1,gaming
3059,3059,1,phones
3060,3060,1,gaming
3061,3061,0,phones
3062,3062,1,laptops
3063,3063,0,gaming
3064,3064,0,gaming
3065,3065,0,laptops
3066,3066,0,laptops
3067,3067,1,phones
3068,3068,0,phones
3069,3069,0,laptops
3070,3070,0,gaming
3071,3071,0,gaming
3072,3072,0,laptops
3073,3073,0,laptops
3074,3074,0,laptops
3075,3075,1,laptops
3076,3076,1,gaming
3077,3077,1,phones
3078,3078,1,laptops
3079,3079,1,phones
3080,3080,1,gaming
3081,3081,1,laptops
3082,3082,0,gaming
3083,3083,0,phones
3084,3084,0,gaming
3085,3085,1,laptops
3086,3086,0,gaming
3087,3087,0,phones
3088,3088,0,gaming
3089,3089,0,laptops
3090,3090,0,phones
3091,3091,0,gaming
3092,3092,0,phones
3093,3093,0,laptops
3094,3094,1,gaming
3095,3095,0,laptops
3096,3096,0,phones
3097,3097,0,laptops
3098,3098,1,gaming
3099,3099,0,laptops
3100,3100,0,phones
3101,3101,0,laptops
3102,3102,1,phones
3103,3103,1,gaming
3104,3104,0,laptops
3105,3105,0,phones
3106,3106,1,laptops
3107,3107,1,gaming
3108,3108,1,laptops
3109,3109,0,laptops
3110,3110,0,gaming
3111,3111,0,phones
3112,3112,1,laptops
3113,3113,0,gaming
3114,3114,1,gaming
3115,3115,1,phones
3116,3116,1,phones
3117,3117,1,gaming
3118,3118,0,gaming
3119,3119,1,laptops
3120,3120,0,gaming
3121,3121,0,gaming
3122,3122,1,laptops
3123,3123,0,phones
3124,3124,0,gaming
3125,3125,1,gaming
3126,3126,1,gaming
3127,3127,1,phones
3128,3128,1,phones
3129,3129,1,laptops
3130,3130,0,laptops
3131,3131,0,phones
3132,3132,0,gaming
3133,3133,1,gaming
3134,3134,1,gaming
3135,3135,0,laptops
3136,3136,1,phones
3137,3137,0,laptops
3138,3138,1,laptops
3139,3139,1,laptops
3140,3140,0,laptops
3141,3141,1,laptops
3142,3142,0,phones
3143,3143,0,phones
3144,3144,1,phones
3145,3145,1,laptops
3146,3146,1,phones
3147,3147,1,phones
3148,3148,1,gaming
3149,3149,1,phones
3150,3150,1,phones
3151,3151,1,gaming
3152,3152,0,gaming
3153,3153,0,laptops
3154,3154,0,laptops
3155,3155,0,gaming
3156,3156,0,phones
3157,3157,0,gaming
3158,3158,0,phones
3159,3159,1,phones
3160,3160,0,gaming
3161,3161,0,gaming
3162,3162,1,laptops
3163,3163,1,laptops
3164,3164,0,laptops
3165,3165,1,gaming
3166,3166,0,gaming
3167,3167,1,laptops
3168,3168,0,gaming
3169,3169,0,laptops
3170,3170,1,gaming
3171,3171,0,gaming
3172,3172,0,gaming
3173,3173,0,phones
3174,3174,0,laptops
3175,3175,1,gaming
3176,3176,1,laptops
3177,3177,0,laptops
3178,3178,1,laptops
3179,3179,1,phones
3180,3180,0,gaming
3181,3181,1,gaming
3182,3182,0,laptops
3183,3183,0,phones
3184,3184,0,gaming
3185,3185,1,phones
3186,3186,1,laptops
3187,3187,0,phones
3188,3188,0,phones
3189,3189,0,gaming
3190,3190,1,phones
3191,3191,0,gaming
3192,3192,0,phones
3193,3193,1,phones
3194,3194,1,phones
3195,3195,0,laptops
3196,3196,1,phones
3197,3197,0,laptops
3198,3198,0,gaming
3199,3199,1,laptops
3200,3200,0,phones
3201,3201,1,gaming
3202,3202,1,laptops
3203,3203,1,phones
3204,3204,0,phones
3205,3205,1,gaming
3206,3206,0,laptops
3207,3207,1,gaming
3208,3208,1,laptops
3209,3209,1,phones
3210,3210,0,laptops
3211,3211,0,phones
3212,3212,0,laptops
3213,3213,1,laptops
3214,3214,0,gaming
3215,3215,0,phones
3216,3216,1,gaming
3217,3217,1,gaming
3218,3218,0,gaming
3219,3219,1,laptops
3220,3220,0,phones
3221,3221,1,phones
3222,3222,1,phones
3223,3223,0,laptops
3224,3224,0,phones
3225,3225,1,phones
3226,3226,0,laptops
3227,3227,0,phones
3228,3228,1,laptops
3229,3229,0,phones
3230,3230,1,phones
3231,3231,0,gaming
3232,3232,0,laptops
3233,3233,1,phones
3234,3234,0,laptops
3235,3235,1,gaming
3236,3236,1,laptops
3237,3237,0,phones
3238,3238,0,gaming
3239,3239,0,phones
3240,3240,1,gaming
3241,3241,1,laptops
3242,3242,0,phones
3243,3243,1,laptops
3244,3244,0,phones
3245,3245,0,phones
3246,3246,1,gaming
3247,3247,1,laptops
3248,3248,0,laptops
3249,3249,0,laptops
3250,3250,0,laptops
3251,3251,1,gaming
3252,3252,0,phones
3253,3253,0,phones
3254,3254,0,phones
3255,3255,1,phones
3256,3256,0,phones
3257,3257,0,laptops
3258,3258,1,laptops
3259,3259,1,gaming
3260,3260,0,laptops
3261,3261,0,laptops
3262,3262,0,phones
3263,3263,1,gaming
3264,3264,1,laptops
3265,3265,0,gaming
3266,3266,1,phones
3267,3267,0,gaming
3268,3268,1,gaming
3269,3269,0,gaming
3270,3270,0,laptops
3271,3271,0,laptops
3272,3272,0,phones
3273,3273,0,laptops
3274,3274,0,phones
3275,3275,0,phones
3276,3276,1,laptops
3277,3277,0,phones
3278,3278,1,laptops
3279,3279,1,phones
3280,3280,1,gaming
3281,3281,1,phones
3282,3282,0,laptops
3283,3283,1,phones
3284,3284,1,gaming
3285,3285,0,phones
3286,3286,0,gaming
3287,3287,0,laptops
3288,3288,1,phones
3289,3289,0,phones
3290,3290,0,gaming
3291,3291,0,gaming
3292,3292,0,laptops
3293,3293,1,gaming
3294,3294,0,laptops
3295,3295,0,gaming
3296,3296,1,gaming
3297,3297,1,gaming
3298,3298,1,gaming
3299,3299,1,laptops
3300,3300,0,laptops
3301,3301,0,gaming
3302,3302,0,gaming
3303,3303,0,laptops
3304,3304,0,gaming
3305,3305,1,laptops
3306,3306,1,phones
3307,3307,0,gaming
3308,3308,0,gaming
3309,3309,1,gaming
3310,3310,0,phones
3311,3311,0,laptops
3312,3312,1,phones
3313,3313,0,phones
3314,3314,0,laptops
3315,3315,0,gaming
3316,3316,1,phones
3317,3317,1,phones
3318,3318,1,phones
3319,3319,0,laptops
3320,3320,0,phones
3321,3321,0,phones
3322,3322,0,phones
3323,3323,1,gaming
3324,3324,1,phones
3325,3325,0,gaming
3326,3326,0,phones
3327,3327,0,gaming
3328,3328,0,laptops
3329,3329,1,laptops
3330,3330,1,laptops
3331,3331,1,laptops
3332,3332,0,gaming
3333,3333,1,gaming
3334,3334,1,phones
3335,3335,0,laptops
3336,3336,1,gaming
3337,3337,0,laptops
3338,3338,0,laptops
3339,3339,1,gaming
3340,3340,1,phones
3341,3341,1,laptops
3342,3342,1,laptops
3343,3343,1,gaming
3344,3344,1,gaming
3345,3345,0,phones
3346,3346,0,phones
3347,3347,0,phones
3348,3348,1,phones
3349,3349,1,phones
3350,3350,1,laptops
3351,3351,1,laptops
3352,3352,1,phones
3353,3353,0,phones
3354,3354,0,phones
3355,3355,0,laptops
3356,3356,1,gaming
3357,3357,0,phones
3358,3358,1,laptops
3359,3359,1,phones
3360,3360,0,gaming
3361,3361,0,laptops
3362,3362,0,phones
3363,3363,0,phones
3364,3364,1,laptops
3365,3365,1,phones
3366,3366,1,laptops
3367,3367,1,gaming
3368,3368,1,gaming
3369,3369,1,gaming
3370,3370,0,gaming
3371,3371,0,gaming
3372,3372,1,phones
3373,3373,1,gaming
3374,3374,0,laptops
3375,3375,1,gaming
3376,3376,1,phones
3377,3377,0,phones
3378,3378,1,phones
3379,3379,0,gaming
3380,3380,1,phones
3381,3381,0,laptops
3382,3382,0,laptops
3383,3383,0,gaming
3384,3384,1,laptops
3385,3385,0,phones
3386,3386,1,gaming
3387,3387,1,laptops
3388,3388,1,laptops
3389,3389,1,laptops
3390,3390,1,gaming
3391,3391,0,laptops
3392,3392,1,laptops
3393,3393,1,gaming
3394,3394,0,gaming
3395,3395,1,laptops
3396,3396,0,laptops
3397,3397,0,gaming
3398,3398,0,gaming
3399,3399,1,gaming
3400,3400,1,laptops
3401,3401,1,phones
3402,3402,1,gaming
3403,3403,0,phones
3404,3404,0,gaming
3405,3405,0,gaming
3406,3406,1,gaming
3407,3407,1,gaming
3408,3408,1,laptops
3409,3409,0,laptops
3410,3410,1,gaming
3411,3411,1,laptops
3412,3412,0,laptops
3413,3413,1,laptops
3414,3414,1,laptops
3415,3415,0,phones
3416,3416,1,laptops
3417,3417,0,gaming
3418,3418,1,gaming
3419,3419,0,phones
3420,3420,0,gaming
3421,3421,0,laptops
3422,3422,0,laptops
3423,3423,1,phones
3424,3424,0,phones
3425,3425,0,laptops
3426,3426,0,gaming
3427,3427,0,phones
3428,3428,1,phones
3429,3429,0,phones
3430,3430,0,phones
3431,3431,0,phones
3432,3432,1,gaming
3433,3433,1,phones
3434,3434,1,gaming
3435,3435,1,phones
3436,3436,0,phones
3437,3437,1,phones
3438,3438,0,gaming
3439,3439,0,laptops
3440,3440,1,phones
3441,3441,0,gaming
3442,3442,0,laptops
3443,3443,1,laptops
3444,3444,0,phones
3445,3445,0,gaming
3446,3446,1,phones
3447,3447,0,gaming
3448,3448,0,gaming
3449,3449,1,gaming
3450,3450,0,phones
3451,3451,1,phones
3452,3452,1,phones
3453,3453,1,phones
3454,3454,1,gaming
3455,3455,1,gaming
3456,3456,1,phones
3457,3457,1,gaming
3458,3458,1,laptops
3459,3459,0,gaming
3460,3460,1,gaming
3461,3461,1,phones
3462,3462,0,gaming
3463,3463,1,gaming
3464,3464,0,laptops
3465,3465,0,laptops
3466,3466,0,phones
3467,3467,1,phones
3468,3468,1,gaming
3469,3469,1,laptops
3470,3470,0,gaming
3471,3471,1,phones
3472,3472,0,laptops
3473,3473,0,gaming
3474,3474,1,phones
3475,3475,1,phones
3476,3476,1,phones
3477,3477,1,gaming
3478,3478,0,gaming
3479,3479,0,gaming
3480,3480,1,phones
3481,3481,0,gaming
3482,3482,0,gaming
3483,3483,0,gaming
3484,3484,1,laptops
3485,3485,0,laptops
3486,3486,1,laptops
3487,3487,0,phones
3488,3488,1,phones
3489,3489,0,phones
3490,3490,0,gaming
3491,3491,0,laptops
3492,3492,1,laptops
3493,3493,1,gaming
3494,3494,0,phones
3495,3495,0,gaming
3496,3496,1,gaming
3497,3497,0,phones
3498,3498,0,laptops
3499,3499,1,gaming
3500,3500,1,laptops
3501,3501,1,phones
3502,3502,0,laptops
3503,3503,1,laptops
3504,3504,0,gaming
3505,3505,0,phones
3506,3506,0,laptops
3507,3507,1,gaming
3508,3508,0,gaming
3509,3509,1,laptops
3510,3510,0,laptops
3511,3511,0,laptops
3512,3512,0,gaming
3513,3513,1,phones
3514,3514,1,laptops
3515,3515,0,gaming
3516,3516,0,laptops
3517,3517,0,laptops
3518,3518,1,phones
3519,3519,0,laptops
3520,3520,0,gaming
3521,3521,0,gaming
3522,3522,0,laptops
3523,3523,1,phones
3524,3524,0,gaming
3525,3525,0,gaming
3526,3526,0,laptops
3527,3527,0,gaming
3528,3528,0,phones
3529,3529,1,gaming
3530,3530,0,laptops
3531,3531,0,laptops
3532,3532,0,laptops
3533,3533,0,gaming
3534,3534,1,gaming
3535,3535,0,gaming
3536,3536,1,phones
3537,3537,0,phones
3538,3538,0,laptops
3539,3539,0,laptops
3540,3540,1,gaming
3541,3541,0,laptops
3542,3542,1,laptops
3543,3543,0,gaming
3544,3544,0,phones
3545,3545,0,phones
3546,3546,1,phones
3547,3547,0,phones
3548,3548,0,laptops
3549,3549,0,laptops
3550,3550,1,phones
3551,3551,1,phones
3552,3552,1,gaming
3553,3553,0,phones
3554,3554,0,laptops
3555,3555,0,phones
3556,3556,0,phones
3557,3557,1,phones
3558,3558,0,laptops
3559,3559,1,phones
3560,3560,1,gaming
3561,3561,0,laptops
3562,3562,1,laptops
3563,3563,0,laptops
3564,3564,1,phones
3565,3565,0,phones
3566,3566,1,laptops
3567,3567,0,laptops
3568,3568,0,gaming
3569,3569,0,gaming
3570,3570,1,laptops
3571,3571,1,gaming
3572,3572,1,gaming
3573,3573,1,gaming
3574,3574,1,laptops
3575,3575,0,phones
3576,3576,1,laptops
3577,3577,1,gaming
3578,3578,1,phones
3579,3579,0,phones
3580,3580,0,gaming
3581,3581,0,gaming
3582,3582,0,laptops
3583,3583,1,phones
3584,3584,0,laptops
3585,3585,0,laptops
3586,3586,1,gaming
3587,3587,0,phones
3588,3588,0,laptops
3589,3589,1,laptops
3590,3590,1,phones
3591,3591,0,laptops
3592,3592,1,laptops
3593,3593,1,phones
3594,3594,1,laptops
3595,3595,1,laptops
3596,3596,1,gaming
3597,3597,1,laptops
3598,3598,1,phones
3599,3599,0,laptops
3600,3600,0,phones
3601,3601,0,phones
3602,3602,1,laptops
3603,3603,1,laptops
3604,3604,1,gaming
3605,3605,1,phones
3606,3606,0,phones
3607,3607,1,laptops
3608,3608,0,laptops
3609,3609,0,laptops
3610,3610,1,laptops
3611,3611,1,gaming
3612,3612,1,phones
3613,3613,0,phones
3614,3614,1,phones
3615,3615,0,laptops
3616,3616,0,laptops
3617,3617,0,phones
3618,3618,0,phones
3619,3619,0,laptops
3620,3620,0,gaming
3621,3621,0,phones
3622,3622,1,laptops
3623,3623,1,laptops
3624,3624,0,gaming
3625,3625,0,laptops
3626,3626,1,gaming
3627,3627,1,laptops
3628,3628,1,phones
3629,3629,0,phones
3630,3630,1,phones
3631,3631,1,phones
3632,3632,1,gaming
3633,3633,0,phones
3634,3634,0,phones
3635,3635,0,laptops
3636,3636,0,laptops
3637,3637,0,phones
3638,3638,1,laptops
3639,3639,1,gaming
3640,3640,0,gaming
3641,3641,0,gaming
3642,3642,1,phones
3643,3643,0,laptops
3644,3644,0,phones
3645,3645,0,phones
3646,3646,1,gaming
3647,3647,1,gaming
3648,3648,0,laptops
3649,3649,0,gaming
3650,3650,1,laptops
3651,3651,0,gaming
3652,3652,1,gaming
3653,3653,0,gaming
3654,3654,1,gaming
3655,3655,0,gaming
3656,3656,0,gaming
3657,3657,0,laptops
3658,3658,1,gaming
3659,3659,0,phones
3660,3660,1,phones
3661,3661,1,phones
3662,3662,0,phones
3663,3663,1,laptops
3664,3664,1,phones
3665,3665,0,laptops
3666,3666,1,gaming
3667,3667,0,laptops
3668,3668,0,phones
